Data from lampara_hpit_AbsoluteIrradiance_0002.txt Node
Date: Fri Aug 28 10:46:51 UYT 2020
User: fenotipado
Spectrometer: USB2+H14197
Trigger mode: 0
Integration Time (sec): 1,850000E-3
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
189,495	0
189,878	0
190,26	0
190,643	0
191,025	0
191,407	-0
191,79	-0
192,172	0
192,554	-0
192,936	0
193,319	0
193,701	-0
194,083	-0
194,465	0
194,847	-0
195,229	0
195,611	0
195,993	0
196,375	-0
196,757	-0
197,139	-0
197,521	0
197,903	-0
198,285	0
198,666	0
199,048	-0
199,43	0
199,812	-0
200,193	-0
200,575	-0
200,957	0
201,338	-0
201,72	0
202,101	-0
202,483	0
202,864	0
203,245	-0
203,627	-0
204,008	-0
204,39	-0
204,771	-0
205,152	-0
205,533	0
205,915	0
206,296	0
206,677	-0
207,058	-0
207,439	-0
207,82	0
208,201	-0
208,582	-0
208,963	0
209,344	-0
209,725	-0
210,106	0
210,487	0
210,867	-0
211,248	-0
211,629	-0
212,01	-0
212,39	-0
212,771	0
213,152	-0
213,532	-0
213,913	-0
214,293	0
214,674	-0
215,054	0
215,435	0
215,815	0
216,195	-0
216,576	0
216,956	0
217,336	-0
217,717	-0
218,097	0
218,477	0
218,857	0
219,237	-0
219,617	-0
219,997	0
220,377	-0
220,757	0
221,137	0
221,517	0
221,897	-0
222,277	-0
222,657	0
223,037	0
223,416	0
223,796	0
224,176	-0
224,556	-0
224,935	-0
225,315	-0
225,694	0
226,074	-0
226,454	-0
226,833	0
227,212	-0
227,592	0
227,971	-0
228,351	0
228,73	0
229,109	0
229,489	-0
229,868	-0
230,247	0
230,626	0
231,005	-0
231,384	0
231,764	0
232,143	0
232,522	-0
232,901	-0
233,28	0
233,659	-0
234,037	0
234,416	-0
234,795	-0
235,174	-0
235,553	0
235,931	0
236,31	-0
236,689	-0
237,067	0
237,446	-0
237,825	-0
238,203	-0
238,582	-0
238,96	-0
239,339	-0
239,717	-0
240,095	-0
240,474	0
240,852	-0
241,23	0
241,609	0
241,987	-0
242,365	0
